# PC88Behavior 順序付き I/O 記録
#
# 記録しているのは OUT/IN の発生順・ポート番号・値・発行元PC(直前PC)・
# フレーム番号のみ。ROM の内容は含まない。
#
# メインCPUとサブCPUは別々のZ80として並行に走っており、互いの
# seq/frame を比較しても実際の前後関係にはならない。そのため
# 1本の列に混ぜず、CPUごとに節を分けて出す（メイン→サブの順）。
# 同一CPU内の節は seq の昇順＝発生順そのもの。

core      : $WORKDIR/vendor/quasi88-libretro/quasi88_libretro.dylib
rom-dir   : $PC88_REF_ROM_DIR
disk      : (なし)
frames    : 600

# main
# seq  frame  cpu   kind  port  value  pc
 10631    138  main  OUT   0050   06   30A6
 10632    138  main  IN    000B   FF   32F3
 10633    138  main  IN    000A   FF   32F3
 10634    138  main  IN    0009   FF   32F3
 10635    138  main  IN    0008   FF   32F3
 10636    138  main  IN    0007   FF   32F3
 10637    138  main  IN    0006   FF   32F3
 10638    138  main  IN    0005   FF   32F3
 10639    138  main  IN    0004   FF   32F3
 10640    138  main  IN    0003   FF   32F3
 10641    138  main  IN    0002   FF   32F3
 10642    138  main  IN    0001   FF   32F3
 10643    138  main  IN    0000   FF   32F3
 10644    138  main  OUT   00E4   FF   30F0
 10645    138  main  OUT   0031   19   E7FF
 10646    139  main  OUT   0031   19   E7F5
 10647    139  main  OUT   00E4   01   3088
 10648    139  main  OUT   0051   81   3092
 10649    139  main  OUT   0050   00   30A0
 10650    139  main  OUT   0050   06   30A6
 10651    139  main  IN    000B   FF   32F3
 10652    139  main  IN    000A   FF   32F3
 10653    139  main  IN    0009   FF   32F3
 10654    139  main  IN    0008   FF   32F3
 10655    139  main  IN    0007   FF   32F3
 10656    139  main  IN    0006   FF   32F3
 10657    139  main  IN    0005   FF   32F3
 10658    139  main  IN    0004   FF   32F3
 10659    139  main  IN    0003   FF   32F3
 10660    139  main  IN    0002   FF   32F3
 10661    139  main  IN    0001   FF   32F3
 10662    139  main  IN    0000   FF   32F3
 10663    139  main  OUT   00E4   FF   30F0
 10664    139  main  OUT   0031   19   E7FF
 10665    140  main  OUT   0031   19   E7F5
 10666    140  main  OUT   00E4   01   3088
 10667    140  main  OUT   0051   81   3092
 10668    140  main  OUT   0050   00   30A0
 10669    140  main  OUT   0050   06   30A6
 10670    140  main  IN    000B   FF   32F3
 10671    140  main  IN    000A   FF   32F3
 10672    140  main  IN    0009   FF   32F3
 10673    140  main  IN    0008   FF   32F3
 10674    140  main  IN    0007   FF   32F3
 10675    140  main  IN    0006   FF   32F3
 10676    140  main  IN    0005   FF   32F3
 10677    140  main  IN    0004   FF   32F3
 10678    140  main  IN    0003   FF   32F3
 10679    140  main  IN    0002   FF   32F3
 10680    140  main  IN    0001   FF   32F3
 10681    140  main  IN    0000   FF   32F3
 10682    140  main  OUT   00E4   FF   30F0
 10683    140  main  OUT   0031   19   E7FF
 10684    141  main  OUT   0031   19   E7F5
 10685    141  main  OUT   00E4   01   3088
 10686    141  main  OUT   0051   81   3092
 10687    141  main  OUT   0050   00   30A0
 10688    141  main  OUT   0050   06   30A6
 10689    141  main  IN    000B   FF   32F3
 10690    141  main  IN    000A   FF   32F3
 10691    141  main  IN    0009   FF   32F3
 10692    141  main  IN    0008   FF   32F3
 10693    141  main  IN    0007   FF   32F3
 10694    141  main  IN    0006   FF   32F3
 10695    141  main  IN    0005   FF   32F3
 10696    141  main  IN    0004   FF   32F3
 10697    141  main  IN    0003   FF   32F3
 10698    141  main  IN    0002   FF   32F3
 10699    141  main  IN    0001   FF   32F3
 10700    141  main  IN    0000   FF   32F3
 10701    141  main  OUT   00E4   FF   30F0
 10702    141  main  OUT   0031   19   E7FF
 10703    142  main  OUT   0031   19   E7F5
 10704    142  main  OUT   00E4   01   3088
 10705    142  main  OUT   0051   81   3092
 10706    142  main  OUT   0050   00   30A0
 10707    142  main  OUT   0050   06   30A6
 10708    142  main  IN    000B   FF   32F3
 10709    142  main  IN    000A   FF   32F3
 10710    142  main  IN    0009   FF   32F3
 10711    142  main  IN    0008   FF   32F3
 10712    142  main  IN    0007   FF   32F3
 10713    142  main  IN    0006   FF   32F3
 10714    142  main  IN    0005   FF   32F3
 10715    142  main  IN    0004   FF   32F3
 10716    142  main  IN    0003   FF   32F3
 10717    142  main  IN    0002   FF   32F3
 10718    142  main  IN    0001   FF   32F3
 10719    142  main  IN    0000   FF   32F3
 10720    142  main  OUT   00E4   FF   30F0
 10721    142  main  OUT   0031   19   E7FF
 10722    143  main  OUT   0031   19   E7F5
 10723    143  main  OUT   00E4   01   3088
 10724    143  main  OUT   0051   81   3092
 10725    143  main  OUT   0050   00   30A0
 10726    143  main  OUT   0050   06   30A6
 10727    143  main  IN    000B   FF   32F3
 10728    143  main  IN    000A   FF   32F3
 10729    143  main  IN    0009   FF   32F3
 10730    143  main  IN    0008   FF   32F3
 10731    143  main  IN    0007   FF   32F3
 10732    143  main  IN    0006   FF   32F3
 10733    143  main  IN    0005   FF   32F3
 10734    143  main  IN    0004   FF   32F3
 10735    143  main  IN    0003   FF   32F3
 10736    143  main  IN    0002   FF   32F3
 10737    143  main  IN    0001   FF   32F3
 10738    143  main  IN    0000   FF   32F3
 10739    143  main  OUT   00E4   FF   30F0
 10740    143  main  OUT   0031   19   E7FF
 10741    144  main  OUT   0031   19   E7F5
 10742    144  main  OUT   00E4   01   3088
 10743    144  main  OUT   0051   81   3092
 10744    144  main  OUT   0050   00   30A0
 10745    144  main  OUT   0050   06   30A6
 10746    144  main  IN    000B   FF   32F3
 10747    144  main  IN    000A   FF   32F3
 10748    144  main  IN    0009   FF   32F3
 10749    144  main  IN    0008   FF   32F3
 10750    144  main  IN    0007   FF   32F3
 10751    144  main  IN    0006   FF   32F3
 10752    144  main  IN    0005   FF   32F3
 10753    144  main  IN    0004   FF   32F3
 10754    144  main  IN    0003   FF   32F3
 10755    144  main  IN    0002   FF   32F3
 10756    144  main  IN    0001   FF   32F3
 10757    144  main  IN    0000   FF   32F3
 10758    144  main  OUT   00E4   FF   30F0
 10759    144  main  OUT   0031   19   E7FF
 10760    145  main  OUT   0031   19   E7F5
 10761    145  main  OUT   00E4   01   3088
 10762    145  main  OUT   0051   81   3092
 10763    145  main  OUT   0050   00   30A0
 10764    145  main  OUT   0050   06   30A6
 10765    145  main  IN    000B   FF   32F3
 10766    145  main  IN    000A   FF   32F3
 10767    145  main  IN    0009   FF   32F3
 10768    145  main  IN    0008   FF   32F3
 10769    145  main  IN    0007   FF   32F3
 10770    145  main  IN    0006   FF   32F3
 10771    145  main  IN    0005   FF   32F3
 10772    145  main  IN    0004   FF   32F3
 10773    145  main  IN    0003   FF   32F3
 10774    145  main  IN    0002   FF   32F3
 10775    145  main  IN    0001   FF   32F3
 10776    145  main  IN    0000   FF   32F3
 10777    145  main  OUT   00E4   FF   30F0
 10778    145  main  OUT   0031   19   E7FF
 10779    146  main  OUT   0031   19   E7F5
 10780    146  main  OUT   00E4   01   3088
 10781    146  main  OUT   0051   81   3092
 10782    146  main  OUT   0050   00   30A0
 10783    146  main  OUT   0050   06   30A6
 10784    146  main  IN    000B   FF   32F3
 10785    146  main  IN    000A   FF   32F3
 10786    146  main  IN    0009   FF   32F3
 10787    146  main  IN    0008   FF   32F3
 10788    146  main  IN    0007   FF   32F3
 10789    146  main  IN    0006   FF   32F3
 10790    146  main  IN    0005   FF   32F3
 10791    146  main  IN    0004   FF   32F3
 10792    146  main  IN    0003   FF   32F3
 10793    146  main  IN    0002   FF   32F3
 10794    146  main  IN    0001   FF   32F3
 10795    146  main  IN    0000   FF   32F3
 10796    146  main  OUT   00E4   FF   30F0
 10797    146  main  OUT   0031   19   E7FF
 10798    147  main  OUT   0031   19   E7F5
 10799    147  main  OUT   00E4   01   3088
 10800    147  main  OUT   0051   81   3092
 10801    147  main  OUT   0050   00   30A0
 10802    147  main  OUT   0050   06   30A6
 10803    147  main  IN    000B   FF   32F3
 10804    147  main  IN    000A   FF   32F3
 10805    147  main  IN    0009   FF   32F3
 10806    147  main  IN    0008   FF   32F3
 10807    147  main  IN    0007   FF   32F3
 10808    147  main  IN    0006   FF   32F3
 10809    147  main  IN    0005   FF   32F3
 10810    147  main  IN    0004   FF   32F3
 10811    147  main  IN    0003   FF   32F3
 10812    147  main  IN    0002   FF   32F3
 10813    147  main  IN    0001   FF   32F3
 10814    147  main  IN    0000   FF   32F3
 10815    147  main  OUT   00E4   FF   30F0
 10816    147  main  OUT   0031   19   E7FF
 10817    148  main  OUT   0031   19   E7F5
 10818    148  main  OUT   00E4   01   3088
 10819    148  main  OUT   0051   81   3092
 10820    148  main  OUT   0050   00   30A0
 10821    148  main  OUT   0050   06   30A6
 10822    148  main  IN    000B   FF   32F3
 10823    148  main  IN    000A   FF   32F3
 10824    148  main  IN    0009   FF   32F3
 10825    148  main  IN    0008   FF   32F3
 10826    148  main  IN    0007   FF   32F3
 10827    148  main  IN    0006   FF   32F3
 10828    148  main  IN    0005   FF   32F3
 10829    148  main  IN    0004   FF   32F3
 10830    148  main  IN    0003   FF   32F3
 10831    148  main  IN    0002   FF   32F3
 10832    148  main  IN    0001   FF   32F3
 10833    148  main  IN    0000   FF   32F3
 10834    148  main  OUT   00E4   FF   30F0
 10835    148  main  OUT   0031   19   E7FF
 10836    149  main  OUT   0031   19   E7F5
 10837    149  main  OUT   00E4   01   3088
 10838    149  main  OUT   0051   81   3092
 10839    149  main  OUT   0050   00   30A0
 10840    149  main  OUT   0050   06   30A6
 10841    149  main  IN    000B   FF   32F3
 10842    149  main  IN    000A   FF   32F3
 10843    149  main  IN    0009   FF   32F3
 10844    149  main  IN    0008   FF   32F3
 10845    149  main  IN    0007   FF   32F3
 10846    149  main  IN    0006   FF   32F3
 10847    149  main  IN    0005   FF   32F3
 10848    149  main  IN    0004   FF   32F3
 10849    149  main  IN    0003   FF   32F3
 10850    149  main  IN    0002   FF   32F3
 10851    149  main  IN    0001   FF   32F3
 10852    149  main  IN    0000   FF   32F3
 10853    149  main  OUT   00E4   FF   30F0
 10854    149  main  OUT   0031   19   E7FF
 10855    150  main  OUT   0031   19   E7F5
 10856    150  main  OUT   00E4   01   3088
 10857    150  main  OUT   0051   81   3092
 10858    150  main  OUT   0050   00   30A0
 10859    150  main  OUT   0050   06   30A6
 10860    150  main  IN    000B   FF   32F3
 10861    150  main  IN    000A   FF   32F3
 10862    150  main  IN    0009   FF   32F3
 10863    150  main  IN    0008   FF   32F3
 10864    150  main  IN    0007   FF   32F3
 10865    150  main  IN    0006   FF   32F3
 10866    150  main  IN    0005   FF   32F3
 10867    150  main  IN    0004   FF   32F3
 10868    150  main  IN    0003   FF   32F3
 10869    150  main  IN    0002   FF   32F3
 10870    150  main  IN    0001   FF   32F3
 10871    150  main  IN    0000   FF   32F3
 10872    150  main  OUT   00E4   FF   30F0
 10873    150  main  OUT   0031   19   E7FF
 10874    151  main  OUT   0031   19   E7F5
 10875    151  main  OUT   00E4   01   3088
 10876    151  main  OUT   0051   81   3092
 10877    151  main  OUT   0050   00   30A0
 10878    151  main  OUT   0050   06   30A6
 10879    151  main  IN    000B   FF   32F3
 10880    151  main  IN    000A   FF   32F3
 10881    151  main  IN    0009   FF   32F3
 10882    151  main  IN    0008   FF   32F3
 10883    151  main  IN    0007   FF   32F3
 10884    151  main  IN    0006   FF   32F3
 10885    151  main  IN    0005   FF   32F3
 10886    151  main  IN    0004   FF   32F3
 10887    151  main  IN    0003   FF   32F3
 10888    151  main  IN    0002   FF   32F3
 10889    151  main  IN    0001   FF   32F3
 10890    151  main  IN    0000   FF   32F3
 10891    151  main  OUT   00E4   FF   30F0
 10892    151  main  OUT   0031   19   E7FF
 10893    152  main  OUT   0031   19   E7F5
 10894    152  main  OUT   00E4   01   3088
 10895    152  main  OUT   0051   81   3092
 10896    152  main  OUT   0050   00   30A0
 10897    152  main  OUT   0050   06   30A6
 10898    152  main  IN    000B   FF   32F3
 10899    152  main  IN    000A   FF   32F3
 10900    152  main  IN    0009   FF   32F3
 10901    152  main  IN    0008   FF   32F3
 10902    152  main  IN    0007   FF   32F3
 10903    152  main  IN    0006   FF   32F3
 10904    152  main  IN    0005   FF   32F3
 10905    152  main  IN    0004   FF   32F3
 10906    152  main  IN    0003   FF   32F3
 10907    152  main  IN    0002   FF   32F3
 10908    152  main  IN    0001   FF   32F3
 10909    152  main  IN    0000   FF   32F3
 10910    152  main  OUT   00E4   FF   30F0
 10911    152  main  OUT   0031   19   E7FF
 10912    153  main  OUT   0031   19   E7F5
 10913    153  main  OUT   00E4   01   3088
 10914    153  main  OUT   0051   81   3092
 10915    153  main  OUT   0050   00   30A0
 10916    153  main  OUT   0050   06   30A6
 10917    153  main  IN    000B   FF   32F3
 10918    153  main  IN    000A   FF   32F3
 10919    153  main  IN    0009   FF   32F3
 10920    153  main  IN    0008   FF   32F3
 10921    153  main  IN    0007   FF   32F3
 10922    153  main  IN    0006   FF   32F3
 10923    153  main  IN    0005   FF   32F3
 10924    153  main  IN    0004   FF   32F3
 10925    153  main  IN    0003   FF   32F3
 10926    153  main  IN    0002   FF   32F3
 10927    153  main  IN    0001   FF   32F3
 10928    153  main  IN    0000   FF   32F3
 10929    153  main  OUT   00E4   FF   30F0
 10930    153  main  OUT   0031   19   E7FF
 10931    154  main  OUT   0031   19   E7F5
 10932    154  main  OUT   00E4   01   3088
 10933    154  main  OUT   0051   81   3092
 10934    154  main  OUT   0050   00   30A0
 10935    154  main  OUT   0050   06   30A6
 10936    154  main  IN    000B   FF   32F3
 10937    154  main  IN    000A   FF   32F3
 10938    154  main  IN    0009   FF   32F3
 10939    154  main  IN    0008   FF   32F3
 10940    154  main  IN    0007   FF   32F3
 10941    154  main  IN    0006   FF   32F3
 10942    154  main  IN    0005   FF   32F3
 10943    154  main  IN    0004   FF   32F3
 10944    154  main  IN    0003   FF   32F3
 10945    154  main  IN    0002   FF   32F3
 10946    154  main  IN    0001   FF   32F3
 10947    154  main  IN    0000   FF   32F3
 10948    154  main  OUT   00E4   FF   30F0
 10949    154  main  OUT   0031   19   E7FF
 10950    155  main  OUT   0031   19   E7F5
 10951    155  main  OUT   00E4   01   3088
 10952    155  main  OUT   0051   81   3092
 10953    155  main  OUT   0050   00   30A0
 10954    155  main  OUT   0050   06   30A6
 10955    155  main  IN    000B   FF   32F3
 10956    155  main  IN    000A   FF   32F3
 10957    155  main  IN    0009   FF   32F3
 10958    155  main  IN    0008   FF   32F3
 10959    155  main  IN    0007   FF   32F3
 10960    155  main  IN    0006   FF   32F3
 10961    155  main  IN    0005   FF   32F3
 10962    155  main  IN    0004   FF   32F3
 10963    155  main  IN    0003   FF   32F3
 10964    155  main  IN    0002   FF   32F3
 10965    155  main  IN    0001   FF   32F3
 10966    155  main  IN    0000   FF   32F3
 10967    155  main  OUT   00E4   FF   30F0
 10968    155  main  OUT   0031   19   E7FF
 10969    156  main  OUT   0031   19   E7F5
 10970    156  main  OUT   00E4   01   3088
 10971    156  main  OUT   0051   81   3092
 10972    156  main  OUT   0050   00   30A0
 10973    156  main  OUT   0050   06   30A6
 10974    156  main  IN    000B   FF   32F3
 10975    156  main  IN    000A   FF   32F3
 10976    156  main  IN    0009   FF   32F3
 10977    156  main  IN    0008   FF   32F3
 10978    156  main  IN    0007   FF   32F3
 10979    156  main  IN    0006   FF   32F3
 10980    156  main  IN    0005   FF   32F3
 10981    156  main  IN    0004   FF   32F3
 10982    156  main  IN    0003   FF   32F3
 10983    156  main  IN    0002   FF   32F3
 10984    156  main  IN    0001   FF   32F3
 10985    156  main  IN    0000   FF   32F3
 10986    156  main  OUT   00E4   FF   30F0
 10987    156  main  OUT   0031   19   E7FF
 10988    157  main  OUT   0031   19   E7F5
 10989    157  main  OUT   00E4   01   3088
 10990    157  main  OUT   0051   81   3092
 10991    157  main  OUT   0050   00   30A0
 10992    157  main  OUT   0050   06   30A6
 10993    157  main  IN    000B   FF   32F3
 10994    157  main  IN    000A   FF   32F3
 10995    157  main  IN    0009   FF   32F3
 10996    157  main  IN    0008   FF   32F3
 10997    157  main  IN    0007   FF   32F3
 10998    157  main  IN    0006   FF   32F3
 10999    157  main  IN    0005   FF   32F3
 11000    157  main  IN    0004   FF   32F3
 11001    157  main  IN    0003   FF   32F3
 11002    157  main  IN    0002   FF   32F3
 11003    157  main  IN    0001   FF   32F3
 11004    157  main  IN    0000   FF   32F3
 11005    157  main  OUT   00E4   FF   30F0
 11006    157  main  OUT   0031   19   E7FF
 11007    158  main  OUT   0031   19   E7F5
 11008    158  main  OUT   00E4   01   3088
 11009    158  main  OUT   0051   81   3092
 11010    158  main  OUT   0050   00   30A0
 11011    158  main  OUT   0050   06   30A6
 11012    158  main  IN    000B   FF   32F3
 11013    158  main  IN    000A   FF   32F3
 11014    158  main  IN    0009   FF   32F3
 11015    158  main  IN    0008   FF   32F3
 11016    158  main  IN    0007   FF   32F3
 11017    158  main  IN    0006   FF   32F3
 11018    158  main  IN    0005   FF   32F3
 11019    158  main  IN    0004   FF   32F3
 11020    158  main  IN    0003   FF   32F3
 11021    158  main  IN    0002   FF   32F3
 11022    158  main  IN    0001   FF   32F3
 11023    158  main  IN    0000   FF   32F3
 11024    158  main  OUT   00E4   FF   30F0
 11025    158  main  OUT   0031   19   E7FF
 11026    159  main  OUT   0031   19   E7F5
 11027    159  main  OUT   00E4   01   3088
 11028    159  main  OUT   0051   81   3092
 11029    159  main  OUT   0050   00   30A0
 11030    159  main  OUT   0050   06   30A6
 11031    159  main  IN    000B   FF   32F3
 11032    159  main  IN    000A   FF   32F3
 11033    159  main  IN    0009   FF   32F3
 11034    159  main  IN    0008   FF   32F3
 11035    159  main  IN    0007   FF   32F3
 11036    159  main  IN    0006   FF   32F3
 11037    159  main  IN    0005   FF   32F3
 11038    159  main  IN    0004   FF   32F3
 11039    159  main  IN    0003   FF   32F3
 11040    159  main  IN    0002   FF   32F3
 11041    159  main  IN    0001   FF   32F3
 11042    159  main  IN    0000   FF   32F3
 11043    159  main  OUT   00E4   FF   30F0
 11044    159  main  OUT   0031   19   E7FF
 11045    160  main  OUT   0031   19   E7F5
 11046    160  main  OUT   00E4   01   3088
 11047    160  main  OUT   0051   81   3092
 11048    160  main  OUT   0050   00   30A0
 11049    160  main  OUT   0050   06   30A6
 11050    160  main  IN    000B   FF   32F3
 11051    160  main  IN    000A   FF   32F3
 11052    160  main  IN    0009   FF   32F3
 11053    160  main  IN    0008   FF   32F3
 11054    160  main  IN    0007   FF   32F3
 11055    160  main  IN    0006   FF   32F3
 11056    160  main  IN    0005   FF   32F3
 11057    160  main  IN    0004   FF   32F3
 11058    160  main  IN    0003   FF   32F3
 11059    160  main  IN    0002   FF   32F3
 11060    160  main  IN    0001   FF   32F3
 11061    160  main  IN    0000   FF   32F3
 11062    160  main  OUT   00E4   FF   30F0
 11063    160  main  OUT   0031   19   E7FF
 11064    161  main  OUT   0031   19   E7F5
 11065    161  main  OUT   00E4   01   3088
 11066    161  main  OUT   0051   81   3092
 11067    161  main  OUT   0050   00   30A0
 11068    161  main  OUT   0050   06   30A6
 11069    161  main  IN    000B   FF   32F3
 11070    161  main  IN    000A   FF   32F3
 11071    161  main  IN    0009   FF   32F3
 11072    161  main  IN    0008   FF   32F3
 11073    161  main  IN    0007   FF   32F3
 11074    161  main  IN    0006   FF   32F3
 11075    161  main  IN    0005   FF   32F3
 11076    161  main  IN    0004   FF   32F3
 11077    161  main  IN    0003   FF   32F3
 11078    161  main  IN    0002   FF   32F3
 11079    161  main  IN    0001   FF   32F3
 11080    161  main  IN    0000   FF   32F3
 11081    161  main  OUT   00E4   FF   30F0
 11082    161  main  OUT   0031   19   E7FF
 11083    162  main  OUT   0031   19   E7F5
 11084    162  main  OUT   00E4   01   3088
 11085    162  main  OUT   0051   81   3092
 11086    162  main  OUT   0050   00   30A0
 11087    162  main  OUT   0050   06   30A6
 11088    162  main  IN    000B   FF   32F3
 11089    162  main  IN    000A   FF   32F3
 11090    162  main  IN    0009   FF   32F3
 11091    162  main  IN    0008   FF   32F3
 11092    162  main  IN    0007   FF   32F3
 11093    162  main  IN    0006   FF   32F3
 11094    162  main  IN    0005   FF   32F3
 11095    162  main  IN    0004   FF   32F3
 11096    162  main  IN    0003   FF   32F3
 11097    162  main  IN    0002   FF   32F3
 11098    162  main  IN    0001   FF   32F3
 11099    162  main  IN    0000   FF   32F3
 11100    162  main  OUT   00E4   FF   30F0
 11101    162  main  OUT   0031   19   E7FF
 11102    163  main  OUT   0031   19   E7F5
 11103    163  main  OUT   00E4   01   3088
 11104    163  main  OUT   0051   81   3092
 11105    163  main  OUT   0050   00   30A0
 11106    163  main  OUT   0050   06   30A6
 11107    163  main  IN    000B   FF   32F3
 11108    163  main  IN    000A   FF   32F3
 11109    163  main  IN    0009   FF   32F3
 11110    163  main  IN    0008   FF   32F3
 11111    163  main  IN    0007   FF   32F3
 11112    163  main  IN    0006   FF   32F3
 11113    163  main  IN    0005   FF   32F3
 11114    163  main  IN    0004   FF   32F3
 11115    163  main  IN    0003   FF   32F3
 11116    163  main  IN    0002   FF   32F3
 11117    163  main  IN    0001   FF   32F3
 11118    163  main  IN    0000   FF   32F3
 11119    163  main  OUT   00E4   FF   30F0
 11120    163  main  OUT   0031   19   E7FF
 11121    164  main  OUT   0031   19   E7F5
 11122    164  main  OUT   00E4   01   3088
 11123    164  main  OUT   0051   81   3092
 11124    164  main  OUT   0050   00   30A0
 11125    164  main  OUT   0050   06   30A6
 11126    164  main  IN    000B   FF   32F3
 11127    164  main  IN    000A   FF   32F3
 11128    164  main  IN    0009   FF   32F3
 11129    164  main  IN    0008   FF   32F3
 11130    164  main  IN    0007   FF   32F3
 11131    164  main  IN    0006   FF   32F3
 11132    164  main  IN    0005   FF   32F3
 11133    164  main  IN    0004   FF   32F3
 11134    164  main  IN    0003   FF   32F3
 11135    164  main  IN    0002   FF   32F3
 11136    164  main  IN    0001   FF   32F3
 11137    164  main  IN    0000   FF   32F3
 11138    164  main  OUT   00E4   FF   30F0
 11139    164  main  OUT   0031   19   E7FF
 11140    165  main  OUT   0031   19   E7F5
 11141    165  main  OUT   00E4   01   3088
 11142    165  main  OUT   0051   81   3092
 11143    165  main  OUT   0050   00   30A0
 11144    165  main  OUT   0050   06   30A6
 11145    165  main  IN    000B   FF   32F3
 11146    165  main  IN    000A   FF   32F3
 11147    165  main  IN    0009   FF   32F3
 11148    165  main  IN    0008   FF   32F3
 11149    165  main  IN    0007   FF   32F3
 11150    165  main  IN    0006   FF   32F3
 11151    165  main  IN    0005   FF   32F3
 11152    165  main  IN    0004   FF   32F3
 11153    165  main  IN    0003   FF   32F3
 11154    165  main  IN    0002   FF   32F3
 11155    165  main  IN    0001   FF   32F3
 11156    165  main  IN    0000   FF   32F3
 11157    165  main  OUT   00E4   FF   30F0
 11158    165  main  OUT   0031   19   E7FF
 11159    166  main  OUT   0031   19   E7F5
 11160    166  main  OUT   00E4   01   3088
 11161    166  main  OUT   0051   81   3092
 11162    166  main  OUT   0050   00   30A0
 11163    166  main  OUT   0050   06   30A6
 11164    166  main  IN    000B   FF   32F3
 11165    166  main  IN    000A   FF   32F3
 11166    166  main  IN    0009   FF   32F3
 11167    166  main  IN    0008   FF   32F3
 11168    166  main  IN    0007   FF   32F3
 11169    166  main  IN    0006   FF   32F3
 11170    166  main  IN    0005   FF   32F3
 11171    166  main  IN    0004   FF   32F3
 11172    166  main  IN    0003   FF   32F3
 11173    166  main  IN    0002   FF   32F3
 11174    166  main  IN    0001   FF   32F3
 11175    166  main  IN    0000   FF   32F3
 11176    166  main  OUT   00E4   FF   30F0
 11177    166  main  OUT   0031   19   E7FF
 11178    167  main  OUT   0031   19   E7F5
 11179    167  main  OUT   00E4   01   3088
 11180    167  main  OUT   0051   81   3092
 11181    167  main  OUT   0050   00   30A0
 11182    167  main  OUT   0050   06   30A6
 11183    167  main  IN    000B   FF   32F3
 11184    167  main  IN    000A   FF   32F3
 11185    167  main  IN    0009   FF   32F3
 11186    167  main  IN    0008   FF   32F3
 11187    167  main  IN    0007   FF   32F3
 11188    167  main  IN    0006   FF   32F3
 11189    167  main  IN    0005   FF   32F3
 11190    167  main  IN    0004   FF   32F3
 11191    167  main  IN    0003   FF   32F3
 11192    167  main  IN    0002   FF   32F3
 11193    167  main  IN    0001   FF   32F3
 11194    167  main  IN    0000   FF   32F3
 11195    167  main  OUT   00E4   FF   30F0
 11196    167  main  OUT   0031   19   E7FF
 11197    168  main  OUT   0031   19   E7F5
 11198    168  main  OUT   00E4   01   3088
 11199    168  main  OUT   0051   81   3092
 11200    168  main  OUT   0050   00   30A0
 11201    168  main  OUT   0050   06   30A6
 11202    168  main  IN    000B   FF   32F3
 11203    168  main  IN    000A   FF   32F3
 11204    168  main  IN    0009   FF   32F3
 11205    168  main  IN    0008   FF   32F3
 11206    168  main  IN    0007   FF   32F3
 11207    168  main  IN    0006   FF   32F3
 11208    168  main  IN    0005   FF   32F3
 11209    168  main  IN    0004   FF   32F3
 11210    168  main  IN    0003   FF   32F3
 11211    168  main  IN    0002   FF   32F3
 11212    168  main  IN    0001   FF   32F3
 11213    168  main  IN    0000   FF   32F3
 11214    168  main  OUT   00E4   FF   30F0
 11215    168  main  OUT   0031   19   E7FF
 11216    169  main  OUT   0031   19   E7F5
 11217    169  main  OUT   00E4   01   3088
 11218    169  main  OUT   0051   81   3092
 11219    169  main  OUT   0050   00   30A0
 11220    169  main  OUT   0050   06   30A6
 11221    169  main  IN    000B   FF   32F3
 11222    169  main  IN    000A   FF   32F3
 11223    169  main  IN    0009   FF   32F3
 11224    169  main  IN    0008   FF   32F3
 11225    169  main  IN    0007   FF   32F3
 11226    169  main  IN    0006   FF   32F3
 11227    169  main  IN    0005   FF   32F3
 11228    169  main  IN    0004   FF   32F3
 11229    169  main  IN    0003   FF   32F3
 11230    169  main  IN    0002   FF   32F3
 11231    169  main  IN    0001   FF   32F3
 11232    169  main  IN    0000   FF   32F3
 11233    169  main  OUT   00E4   FF   30F0
 11234    169  main  OUT   0031   19   E7FF
 11235    170  main  OUT   0031   19   E7F5
 11236    170  main  OUT   00E4   01   3088
 11237    170  main  OUT   0051   81   3092
 11238    170  main  OUT   0050   00   30A0
 11239    170  main  OUT   0050   06   30A6
 11240    170  main  IN    000B   FF   32F3
 11241    170  main  IN    000A   FF   32F3
 11242    170  main  IN    0009   FF   32F3
 11243    170  main  IN    0008   FF   32F3
 11244    170  main  IN    0007   FF   32F3
 11245    170  main  IN    0006   FF   32F3
 11246    170  main  IN    0005   FF   32F3
 11247    170  main  IN    0004   FF   32F3
 11248    170  main  IN    0003   FF   32F3
 11249    170  main  IN    0002   FF   32F3
 11250    170  main  IN    0001   FF   32F3
 11251    170  main  IN    0000   FF   32F3
 11252    170  main  OUT   00E4   FF   30F0
 11253    170  main  OUT   0031   19   E7FF
 11254    171  main  OUT   0031   19   E7F5
 11255    171  main  OUT   00E4   01   3088
 11256    171  main  OUT   0051   81   3092
 11257    171  main  OUT   0050   00   30A0
 11258    171  main  OUT   0050   06   30A6
 11259    171  main  IN    000B   FF   32F3
 11260    171  main  IN    000A   FF   32F3
 11261    171  main  IN    0009   FF   32F3
 11262    171  main  IN    0008   FF   32F3
 11263    171  main  IN    0007   FF   32F3
 11264    171  main  IN    0006   FF   32F3
 11265    171  main  IN    0005   FF   32F3
 11266    171  main  IN    0004   FF   32F3
 11267    171  main  IN    0003   FF   32F3
 11268    171  main  IN    0002   FF   32F3
 11269    171  main  IN    0001   FF   32F3
 11270    171  main  IN    0000   FF   32F3
 11271    171  main  OUT   00E4   FF   30F0
 11272    171  main  OUT   0031   19   E7FF
 11273    172  main  OUT   0031   19   E7F5
 11274    172  main  OUT   00E4   01   3088
 11275    172  main  OUT   0051   81   3092
 11276    172  main  OUT   0050   00   30A0
 11277    172  main  OUT   0050   06   30A6
